System,Year,PdxnYear,PdxnYearBH,RepYear,Popn,ID,Geno,Rep,Rep_ID,Breeding_hist,Cross,Seed_Color,SeedWT_per_Plant_Grams,DTG,GermPercent,Cotyledon_Color,Vigor,DT50%F,100_SW,Taproot_Diameter,BR_1_Diameter,BR_2_Diameter,Branching_Density,Disease_Rating
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,195,B195,2,B195_2,Conventional,ORBV,White,19.95175294,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,195,B195,3,B195_3,Conventional,ORBV,White,NA,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,196,B196,1,B196_1,Conventional,ORBV,Pigmented,36.10429286,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,196,B196,2,B196_2,Conventional,ORBV,Pigmented,37.2,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,196,B196,3,B196_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,197,B197,1,B197_1,Conventional,ORBV,Pigmented,32.44715,NA,0.88,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,197,B197,2,B197_2,Conventional,ORBV,Pigmented,22.56666667,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,197,B197,3,B197_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,199,B199,1,B199_1,Conventional,ORBV,Pigmented,25.07124375,NA,1,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,199,B199,2,B199_2,Conventional,ORBV,Pigmented,22.35333333,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,199,B199,3,B199_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,2,B2,1,B2_1,Conventional,ORBV,Pigmented,NA,NA,0.88,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,2,B2,2,B2_2,Conventional,ORBV,Pigmented,22.9,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,2,B2,3,B2_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,20,B20,1,B20_1,Conventional,ORBV,Pigmented,18.89333333,NA,1,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,20,B20,2,B20_2,Conventional,ORBV,Pigmented,12.28,NA,1,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,20,B20,3,B20_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,200,B200,1,B200_1,Conventional,ORBV,White,23.16499375,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,200,B200,2,B200_2,Conventional,ORBV,White,18.12666667,NA,0.92,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,200,B200,3,B200_3,Conventional,ORBV,White,NA,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,21,B21,1,B21_1,Conventional,ORBV,Pigmented,26.47124375,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,21,B21,2,B21_2,Conventional,ORBV,Pigmented,32.04,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,21,B21,3,B21_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,22,B22,1,B22_1,Conventional,ORBV,White,30.99333333,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,22,B22,2,B22_2,Conventional,ORBV,White,26.86857857,NA,1,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,22,B22,3,B22_3,Conventional,ORBV,White,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,26,B26,1,B26_1,Conventional,ORBV,Pigmented,28.01333333,NA,0.8,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,26,B26,2,B26_2,Conventional,ORBV,Pigmented,27.31333333,NA,0.96,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,26,B26,3,B26_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,27,B27,1,B27_1,Conventional,ORBV,Pigmented,21.08286429,NA,0.92,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,27,B27,2,B27_2,Conventional,ORBV,Pigmented,17.99333333,NA,0.88,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,27,B27,3,B27_3,Conventional,ORBV,Pigmented,NA,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,28,B28,1,B28_1,Conventional,ORBV,White,25,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,28,B28,2,B28_2,Conventional,ORBV,White,16.78734737,NA,0.92,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,28,B28,3,B28_3,Conventional,ORBV,White,NA,NA,0.88,NA,NA,45,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,29,B29,1,B29_1,Conventional,ORBV,White,25.96857857,NA,0.8,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,29,B29,2,B29_2,Conventional,ORBV,White,21.6554,NA,0.92,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,29,B29,3,B29_3,Conventional,ORBV,White,NA,NA,0.92,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,30,B30,1,B30_1,Conventional,ORBV,Pigmented,32.00155385,NA,0.72,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,30,B30,2,B30_2,Conventional,ORBV,Pigmented,25.90429286,NA,0.8,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,30,B30,3,B30_3,Conventional,ORBV,Pigmented,NA,NA,0.8,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,31,B31,1,B31_1,Conventional,ORBV,Pigmented,29.16666667,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,31,B31,2,B31_2,Conventional,ORBV,Pigmented,24.04666667,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,31,B31,3,B31_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,33,B33,1,B33_1,Conventional,ORBV,Pigmented,22.54000714,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,33,B33,2,B33_2,Conventional,ORBV,Pigmented,27.81693846,NA,0.88,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,33,B33,3,B33_3,Conventional,ORBV,Pigmented,NA,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,34,B34,1,B34_1,Conventional,ORBV,Pigmented,19.28666667,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,34,B34,2,B34_2,Conventional,ORBV,Pigmented,24.1,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,34,B34,3,B34_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,35,B35,1,B35_1,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,35,B35,2,B35_2,Conventional,ORBV,Pigmented,15.94666667,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,35,B35,3,B35_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,44,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,36,B36,1,B36_1,Conventional,ORBV,Pigmented,33.87333333,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,36,B36,2,B36_2,Conventional,ORBV,Pigmented,41.89333333,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,36,B36,3,B36_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,39,B39,1,B39_1,Conventional,ORBV,Pigmented,26.04,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,39,B39,2,B39_2,Conventional,ORBV,Pigmented,27.95333333,NA,0.88,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,39,B39,3,B39_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,4,B4,1,B4_1,Conventional,ORBV,Pigmented,25.24,NA,0.92,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,4,B4,2,B4_2,Conventional,ORBV,Pigmented,29.66857857,NA,0.8,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,4,B4,3,B4_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,41,B41,1,B41_1,Conventional,ORBV,Pigmented,19.12572143,NA,0.96,NA,NA,45,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,41,B41,3,B41_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,43,B43,1,B43_1,Conventional,ORBV,Pigmented,34.52,NA,0.92,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,43,B43,2,B43_2,Conventional,ORBV,Pigmented,33.90666667,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,43,B43,3,B43_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,45,B45,2,B45_2,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,5,B5,1,B5_1,Conventional,ORBV,Pigmented,24.09333333,NA,0.88,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,5,B5,2,B5_2,Conventional,ORBV,Pigmented,13.354975,NA,0.88,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,5,B5,3,B5_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,53,B53,1,B53_1,Conventional,ORBV,Pigmented,32.55669167,NA,0.76,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,53,B53,2,B53_2,Conventional,ORBV,Pigmented,25.68005,NA,0.48,NA,NA,44,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,53,B53,3,B53_3,Conventional,ORBV,Pigmented,NA,NA,0.84,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,55,B55,1,B55_1,Conventional,ORBV,Pigmented,31.15669167,NA,0.76,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,55,B55,2,B55_2,Conventional,ORBV,Pigmented,29.34000714,NA,0.8,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,55,B55,3,B55_3,Conventional,ORBV,Pigmented,NA,NA,0.84,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,59,B59,1,B59_1,Conventional,ORBV,Pigmented,25.13232308,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,59,B59,2,B59_2,Conventional,ORBV,Pigmented,18.41269545,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,59,B59,3,B59_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,6,B6,1,B6_1,Conventional,ORBV,Pigmented,21.24666667,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,6,B6,2,B6_2,Conventional,ORBV,Pigmented,23.93333333,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,6,B6,3,B6_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,62,B62,1,B62_1,Conventional,ORBV,Pigmented,34.84000714,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,62,B62,2,B62_2,Conventional,ORBV,Pigmented,28.02666667,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,62,B62,3,B62_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,63,B63,1,B63_1,Conventional,ORBV,Pigmented,25.52666667,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,63,B63,2,B63_2,Conventional,ORBV,Pigmented,24.50429286,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,63,B63,3,B63_3,Conventional,ORBV,Pigmented,NA,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,64,B64,1,B64_1,Conventional,ORBV,Pigmented,27.76,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,64,B64,2,B64_2,Conventional,ORBV,Pigmented,28.39333333,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,64,B64,3,B64_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,66,B66,1,B66_1,Conventional,ORBV,Pigmented,16.66351765,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,66,B66,2,B66_2,Conventional,ORBV,Pigmented,35.440025,NA,0.88,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,66,B66,3,B66_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,69,B69,1,B69_1,Conventional,ORBV,Pigmented,25.67333333,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,69,B69,2,B69_2,Conventional,ORBV,Pigmented,32.36666667,NA,1,NA,NA,45,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,69,B69,3,B69_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,73,B73,1,B73_1,Conventional,ORBV,Pigmented,31.75333333,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,73,B73,2,B73_2,Conventional,ORBV,Pigmented,19.58999375,NA,0.96,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,73,B73,3,B73_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,78,B78,1,B78_1,Conventional,ORBV,White,18.54666667,NA,0.88,NA,NA,46,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,78,B78,2,B78_2,Conventional,ORBV,White,16.75576842,NA,0.88,NA,NA,45,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,78,B78,3,B78_3,Conventional,ORBV,White,NA,NA,0.72,NA,NA,46,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,79,B79,1,B79_1,Conventional,ORBV,Pigmented,27.63999375,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,79,B79,2,B79_2,Conventional,ORBV,Pigmented,28.54666667,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,79,B79,3,B79_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,82,B82,1,B82_1,Conventional,ORBV,Pigmented,20.3,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,82,B82,2,B82_2,Conventional,ORBV,Pigmented,32.01143571,NA,0.92,NA,NA,38,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,82,B82,3,B82_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,84,B84,1,B84_1,Conventional,ORBV,Pigmented,35.89000714,NA,0.88,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,84,B84,2,B84_2,Conventional,ORBV,Pigmented,36.34666667,NA,1,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,84,B84,3,B84_3,Conventional,ORBV,Pigmented,NA,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,86,B86,1,B86_1,Conventional,ORBV,Pigmented,38.30924615,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,86,B86,2,B86_2,Conventional,ORBV,Pigmented,22.55429286,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,86,B86,3,B86_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,87,B87,1,B87_1,Conventional,ORBV,White,26.49333333,NA,0.88,NA,NA,43,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,87,B87,3,B87_3,Conventional,ORBV,White,NA,NA,0.84,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,89,B89,1,B89_1,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,89,B89,2,B89_2,Conventional,ORBV,Pigmented,32.30666667,NA,1,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,89,B89,3,B89_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,39,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,91,B91,1,B91_1,Conventional,ORBV,Pigmented,28.86666667,NA,0.76,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,91,B91,2,B91_2,Conventional,ORBV,Pigmented,37.9150875,NA,0.48,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,91,B91,3,B91_3,Conventional,ORBV,Pigmented,NA,NA,0.68,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,92,B92,1,B92_1,Conventional,ORBV,White,17.87333333,NA,0.88,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,92,B92,2,B92_2,Conventional,ORBV,White,22.71333333,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,92,B92,3,B92_3,Conventional,ORBV,White,NA,NA,0.96,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,96,B96,1,B96_1,Conventional,ORBV,Pigmented,27.40669167,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,96,B96,2,B96_2,Conventional,ORBV,Pigmented,24.30666667,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,96,B96,3,B96_3,Conventional,ORBV,Pigmented,NA,NA,0.96,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,B,98,B98,1,B98_1,Conventional,ORBV,Pigmented,27.27335833,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,B,98,B98,2,B98_2,Conventional,ORBV,Pigmented,23.70669167,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,B,98,B98,3,B98_3,Conventional,ORBV,Pigmented,NA,NA,1,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,D,1,D1,1,D1_1,Conventional,HYPR,Pigmented,25.58666667,NA,0.88,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,D,1,D1,2,D1_2,Conventional,HYPR,Pigmented,30.43999375,NA,0.92,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,D,1,D1,3,D1_3,Conventional,HYPR,Pigmented,NA,NA,0.8,NA,NA,40,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,D,100,D100,1,D100_1,Conventional,HYPR,Pigmented,26.75249375,NA,0.96,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,D,100,D100,2,D100_2,Conventional,HYPR,Pigmented,27.57333333,NA,0.88,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-3,D,100,D100,3,D100_3,Conventional,HYPR,Pigmented,NA,NA,0.92,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-1,D,102,D102,1,D102_1,Conventional,HYPR,White,36.52666667,NA,0.8,NA,NA,41,NA,NA,NA,NA,NA,NA
Conv,2018,2018 Con,2018 Con Conventional,2018 Con-2,D,102,D102,2,D102_2,Conventional,HYPR,White,27.53232308,NA,0.84,NA,NA,43,NA,NA,NA,NA,NA,NA
